# -------------------------------------------------------
# Free IP2Location Firewall List by Country
# Source: https://www.ip2location.com/free/visitor-blocker
# Last Generated: 10 Jan 2024 23:55:20 GMT
# [Important] Please update this list every month
#sudo wget https://raw.githubusercontent.com/arkh91/public_script_files/main/firewall/Thailand-firewall-range.txt
# -------------------------------------------------------
#Begin IP Address	End IP Address	Total Count
203.144.128.0	203.144.255.255	32,768
203.145.112.0	203.145.119.255	2,048
203.146.0.0	203.147.63.255	81,920
203.148.128.0	203.149.63.255	49,152
203.150.0.0	203.152.4.255	132,352
203.152.11.0	203.152.14.255	1,024
203.152.16.0	203.152.20.255	1,280
203.152.22.0	203.152.22.255	256
203.152.24.0	203.152.37.255	3,584
203.152.39.0	203.152.40.255	512
203.152.42.0	203.152.44.255	768
203.152.47.0	203.152.50.255	1,024
203.152.52.0	203.152.53.255	512
203.152.55.0	203.152.58.255	1,024
203.152.6.0	203.152.9.255	1,024
203.152.62.0	203.152.63.255	512
203.153.128.0	203.153.143.255	4,096
203.153.160.0	203.153.191.255	8,192
203.153.50.0	203.153.51.255	512
203.154.0.0	203.156.191.255	180,224
203.157.0.0	203.158.7.255	67,584
203.158.96.0	203.159.79.255	61,440
203.159.92.0	203.159.255.255	41,984
203.160.4.0	203.160.7.255	1,024
203.170.128.0	203.170.255.255	32,768
203.170.16.0	203.170.19.255	1,024
203.170.50.0	203.170.51.255	512
203.172.32.0	203.172.255.255	57,344
203.185.188.0	203.185.188.255	256
203.185.64.0	203.185.159.255	24,576
203.188.0.0	203.188.63.255	16,384
203.190.250.0	203.190.251.255	512
203.192.32.0	203.192.63.255	8,192
203.195.96.0	203.195.111.255	4,096
203.207.63.0	203.207.63.255	256
203.209.0.0	203.209.127.255	32,768
203.209.191.0	203.209.191.255	256
203.21.42.0	203.21.43.255	512
203.28.128.0	203.28.129.255	512
203.33.240.0	203.33.240.255	256
203.4.160.0	203.4.160.255	256
203.62.152.0	203.62.155.255	1,024
203.78.204.0	203.78.207.255	1,024
203.78.96.0	203.78.111.255	4,096
203.80.56.0	203.80.56.255	256
203.86.104.0	203.86.104.255	256
203.89.116.0	203.89.119.255	1,024
203.99.140.0	203.99.141.255	512
203.99.252.0	203.99.253.255	512
206.237.66.0	206.237.66.255	256
206.237.90.0	206.237.91.255	512
206.73.211.0	206.73.211.255	256
207.117.173.0	207.117.173.255	256
207.189.170.0	207.189.170.255	256
208.127.168.0	208.127.168.255	256
208.127.209.0	208.127.209.255	256
208.127.218.0	208.127.218.255	256
209.15.96.0	209.15.127.255	8,192
209.162.157.0	209.162.157.255	256
209.212.235.0	209.212.235.255	256
209.28.27.0	209.28.27.255	256
210.1.0.0	210.1.63.255	16,384
210.176.147.0	210.176.148.255	512
210.203.128.0	210.203.191.255	16,384
210.213.0.0	210.213.63.255	16,384
210.246.64.0	210.246.255.255	49,152
210.4.128.0	210.4.159.255	8,192
210.79.130.0	210.79.131.255	512
210.86.128.0	210.86.223.255	24,576
212.126.80.0	212.126.80.255	256
212.18.120.0	212.18.120.255	256
212.18.126.0	212.18.126.255	256
212.80.212.0	212.80.215.255	1,024
216.73.180.0	216.73.181.255	512
217.146.0.0	217.146.0.255	256
218.100.38.0	218.100.38.255	256
218.100.66.0	218.100.66.255	256
220.247.144.0	220.247.159.255	4,096
221.128.100.0	221.128.103.255	1,024
221.128.111.0	221.128.114.255	1,024
221.128.117.0	221.128.117.255	256
221.128.120.0	221.128.120.255	256
221.128.122.0	221.128.122.255	256
221.128.124.0	221.128.127.255	1,024
221.128.64.0	221.128.70.255	1,792
221.128.72.0	221.128.72.255	256
221.128.74.0	221.128.76.255	768
221.128.78.0	221.128.78.255	256
221.128.80.0	221.128.80.255	256
221.128.82.0	221.128.86.255	1,280
221.128.92.0	221.128.96.255	1,280
222.123.0.0	222.123.255.255	65,536
223.204.0.0	223.207.255.255	262,144
223.24.0.0	223.24.255.255	65,536
223.25.192.0	223.25.223.255	8,192
223.27.192.0	223.27.255.255	16,384
23.11.144.0	23.11.159.255	4,096
23.11.200.0	23.11.200.255	256
23.11.202.0	23.11.203.255	512
23.13.112.0	23.13.127.255	4,096
23.193.220.0	23.193.223.255	1,024
23.194.32.0	23.194.63.255	8,192
23.199.40.0	23.199.43.255	1,024
23.200.136.0	23.200.139.255	1,024
23.200.90.0	23.200.91.255	512
23.202.236.0	23.202.239.255	1,024
23.208.136.0	23.208.139.255	1,024
23.208.168.0	23.208.171.255	1,024
23.209.180.0	23.209.180.255	256
23.209.240.0	23.209.247.255	2,048
23.209.64.0	23.209.67.255	1,024
23.212.228.0	23.212.231.255	1,024
23.220.184.0	23.220.187.255	1,024
23.221.199.0	23.221.199.255	256
23.221.80.0	23.221.95.255	4,096
23.234.47.0	23.234.47.255	256
23.234.63.0	23.234.63.255	256
23.32.72.0	23.32.72.255	256
23.33.128.0	23.33.129.255	512
23.33.192.0	23.33.207.255	4,096
23.35.150.0	23.35.151.255	512
23.39.80.0	23.39.103.255	6,144
23.42.144.0	23.42.147.255	1,024
23.42.48.0	23.42.63.255	4,096
23.43.162.0	23.43.163.255	512
23.46.20.0	23.46.21.255	512
23.47.0.0	23.47.3.255	1,024
23.48.64.0	23.48.85.255	5,632
23.50.236.0	23.50.239.255	1,024
23.53.16.0	23.53.31.255	4,096
23.53.80.0	23.53.111.255	8,192
23.56.144.0	23.56.159.255	4,096
23.63.192.0	23.63.195.255	1,024
23.63.252.0	23.63.255.255	1,024
24.239.139.0	24.239.139.255	256
27.100.40.0	27.100.47.255	2,048
27.123.16.0	27.123.19.255	1,024
27.130.0.0	27.130.255.255	65,536
27.131.128.0	27.131.191.255	16,384
27.145.0.0	27.145.255.255	65,536
27.254.0.0	27.254.255.255	65,536
27.55.0.0	27.55.255.255	65,536
34.103.12.0	34.103.13.255	512
34.98.236.0	34.98.237.255	512
34.98.252.0	34.98.253.255	512
36.255.139.0	36.255.139.255	256
37.139.128.0	37.139.128.255	256
38.54.117.0	38.54.118.255	512
38.54.32.0	38.54.33.255	512
38.54.82.0	38.54.82.255	256
38.60.139.0	38.60.139.255	256
38.60.154.0	38.60.157.255	1,024
38.60.173.0	38.60.174.255	512
38.60.200.0	38.60.201.255	512
38.60.231.0	38.60.234.255	1,024
38.60.254.0	38.60.254.255	256
43.128.192.0	43.128.223.255	8,192
43.132.82.0	43.132.82.255	256
43.133.96.0	43.133.127.255	8,192
43.152.167.0	43.152.167.255	256
43.152.224.0	43.152.255.255	8,192
43.152.30.0	43.152.30.255	256
43.152.33.0	43.152.33.255	256
43.152.35.0	43.152.35.255	256
43.152.46.0	43.152.46.255	256
43.159.85.0	43.159.85.255	256
43.175.109.0	43.175.109.255	256
43.175.32.0	43.175.32.255	256
43.175.42.0	43.175.42.255	256
43.175.76.0	43.175.76.255	256
43.225.140.0	43.225.143.255	1,024
43.228.196.0	43.228.199.255	1,024
43.228.80.0	43.228.87.255	2,048
43.229.132.0	43.229.133.255	512
43.229.135.0	43.229.135.255	256
43.229.148.0	43.229.151.255	1,024
43.229.44.0	43.229.47.255	1,024
43.229.68.0	43.229.71.255	1,024
43.229.76.0	43.229.79.255	1,024
43.230.27.0	43.230.27.255	256
43.239.104.0	43.239.104.255	256
43.239.251.0	43.239.251.255	256
43.240.112.0	43.240.115.255	1,024
43.241.56.0	43.241.59.255	1,024
43.245.144.0	43.245.147.255	1,024
43.246.184.0	43.246.187.255	1,024
43.246.199.0	43.246.199.255	256
43.247.56.0	43.247.59.255	1,024
43.249.104.0	43.249.115.255	3,072
43.249.32.0	43.249.35.255	1,024
43.249.56.0	43.249.71.255	4,096
43.251.204.0	43.251.207.255	1,024
43.252.180.0	43.252.183.255	1,024
43.254.132.0	43.254.135.255	1,024
43.255.104.0	43.255.107.255	1,024
43.255.240.0	43.255.243.255	1,024
43.255.60.0	43.255.63.255	1,024
43.96.7.0	43.96.7.255	256
44.159.12.0	44.159.15.255	1,024
44.31.100.0	44.31.100.255	256
45.112.140.0	45.112.143.255	1,024
45.112.64.0	45.112.67.255	1,024
45.113.84.0	45.113.87.255	1,024
45.115.118.0	45.115.118.255	256
45.115.24.0	45.115.24.255	256
45.115.50.0	45.115.51.255	512
45.116.216.0	45.116.219.255	1,024
45.117.208.0	45.117.211.255	1,024
45.121.60.0	45.121.63.255	1,024
45.122.48.0	45.122.51.255	1,024
45.125.128.0	45.125.131.255	1,024
45.125.190.0	45.125.190.255	256
45.125.228.0	45.125.231.255	1,024
45.126.224.0	45.126.227.255	1,024
45.127.60.0	45.127.63.255	1,024
45.128.25.0	45.128.26.255	512
45.128.97.0	45.128.97.255	256
45.128.99.0	45.128.99.255	256
45.130.141.0	45.130.141.255	256
45.136.236.0	45.136.239.255	1,024
45.136.252.0	45.136.255.255	1,024
45.141.26.0	45.141.27.255	512
45.144.164.0	45.144.167.255	1,024
45.149.235.0	45.149.235.255	256
45.150.128.0	45.150.131.255	1,024
45.154.24.0	45.154.27.255	1,024
45.157.88.0	45.157.91.255	1,024
45.195.0.0	45.195.0.255	256
45.195.152.0	45.195.155.255	1,024
45.195.68.0	45.195.68.255	256
45.200.108.0	45.200.108.255	256
45.200.144.0	45.200.147.255	1,024
45.201.0.0	45.201.127.255	32,768
45.203.32.0	45.203.39.255	2,048
45.223.243.0	45.223.243.255	256
45.223.54.0	45.223.55.255	512
45.250.176.0	45.250.179.255	1,024
45.252.52.0	45.252.55.255	1,024
45.252.64.0	45.252.67.255	1,024
45.40.52.0	45.40.55.255	1,024
45.62.161.0	45.62.161.255	256
45.64.184.0	45.64.187.255	1,024
45.64.76.0	45.64.79.255	1,024
45.64.88.0	45.64.91.255	1,024
45.83.207.0	45.83.207.255	256
45.89.176.0	45.89.179.255	1,024
45.89.197.0	45.89.199.255	768
45.89.96.0	45.89.96.255	256
45.89.98.0	45.89.98.255	256
45.9.12.0	45.9.16.255	1,280
45.91.132.0	45.91.135.255	1,024
47.246.56.0	47.246.57.255	512
47.246.68.0	47.246.71.255	1,024
47.246.8.0	47.246.11.255	1,024
47.89.120.0	47.89.120.255	256
49.0.192.0	49.0.199.255	2,048
49.0.64.0	49.0.127.255	16,384
49.228.0.0	49.231.255.255	262,144
49.237.0.0	49.237.255.255	65,536
49.48.0.0	49.49.255.255	131,072
49.50.232.0	49.50.235.255	1,024
5.252.26.0	5.252.26.255	256
50.114.197.0	50.114.197.255	256
57.140.112.0	57.140.115.255	1,024
57.73.144.0	57.73.151.255	2,048
57.93.48.0	57.93.63.255	4,096
58.136.0.0	58.137.255.255	131,072
58.147.0.0	58.147.127.255	32,768
58.181.128.0	58.181.255.255	32,768
58.64.0.0	58.64.127.255	32,768
58.8.0.0	58.11.255.255	262,144
58.82.128.0	58.82.191.255	16,384
58.97.0.0	58.97.110.255	28,416
58.97.112.0	58.97.127.255	4,096
59.153.157.0	59.153.157.255	256
59.153.208.0	59.153.211.255	1,024
61.19.0.0	61.19.255.255	65,536
61.28.194.0	61.28.194.255	256
61.28.214.0	61.28.214.255	256
61.47.1.0	61.47.2.255	512
61.47.100.0	61.47.101.255	512
61.47.104.0	61.47.107.255	1,024
61.47.112.0	61.47.127.255	4,096
61.47.16.0	61.47.16.255	256
61.47.18.0	61.47.20.255	768
61.47.23.0	61.47.23.255	256
61.47.26.0	61.47.26.255	256
61.47.28.0	61.47.28.255	256
61.47.30.0	61.47.43.255	3,584
61.47.47.0	61.47.48.255	512
61.47.52.0	61.47.52.255	256
61.47.57.0	61.47.63.255	1,792
61.47.6.0	61.47.14.255	2,304
61.47.67.0	61.47.71.255	1,280
61.47.80.0	61.47.87.255	2,048
61.47.96.0	61.47.97.255	512
61.7.128.0	61.7.255.255	32,768
61.90.0.0	61.91.255.255	131,072
62.112.140.0	62.112.143.255	1,024
63.222.184.0	63.222.184.255	256
64.253.92.0	64.253.92.255	256
65.9.158.0	65.9.186.255	7,424
65.9.16.0	65.9.18.255	768
66.159.196.0	66.159.196.255	256
69.94.104.0	69.94.104.255	256
77.83.48.0	77.83.48.255	256
78.142.244.0	78.142.247.255	1,024
8.209.36.0	8.209.37.255	512
8.213.160.0	8.213.167.255	2,048
8.213.192.0	8.213.255.255	16,384
8.222.0.0	8.222.15.255	4,096
80.91.211.0	80.91.211.255	256
83.118.0.0	83.118.127.255	32,768
83.143.113.0	83.143.113.255	256
85.203.4.0	85.203.4.255	256
85.208.139.0	85.208.139.255	256
85.28.63.0	85.28.63.255	256
86.107.102.0	86.107.102.255	256
87.120.36.0	87.120.36.255	256
87.120.88.0	87.120.88.255	256
87.124.0.0	87.124.127.255	32,768
89.213.177.0	89.213.177.255	256
91.227.137.0	91.227.137.255	256
91.242.225.0	91.242.225.255	256
92.63.180.0	92.63.180.255	256
94.74.112.0	94.74.119.255	2,048
96.16.100.0	96.16.103.255	1,024
96.16.126.0	96.16.127.255	512
96.17.240.0	96.17.255.255	4,096
96.30.64.0	96.30.127.255	16,384
96.6.41.0	96.6.41.255	256
96.9.191.0	96.9.191.255	256
98.98.36.0	98.98.36.255	256
